metric,value
n_samples,47
n_points,2444
plain_mae,4.214375384115353
weighted_mae,4.199636097067146
bias,0.19604627375907085
rmse,5.838191758426515
pearson_r,0.5651964209637969
r2,0.3194469942704332
slope,0.3474881481434965
per_eye_corr,0.402360782072437

sector_id,sector,mae,n_points
0,Central-Superior,4.014904067871418,188
1,Central-Inferior,4.2199433002066105,188
2,Superonasal,4.562748298818942,329
3,Superior-arcuate,4.093805096250899,376
4,Inferonasal,4.650683513165969,329
5,Inferior-arcuate,3.722698428529374,376
6,Nasal-periphery,4.622570162969278,282
7,Temporal-wedge,3.9308323302167527,376
